id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
3952,-122.41,37.76,52.0,1427.0,281.0,620.0,236.0,1.9944,NEAR BAY,262500.0
3953,-122.1,37.96,25.0,1374.0,206.0,569.0,235.0,6.3699,NEAR BAY,235500.0
3954,-118.1,33.74,31.0,1310.0,342.0,563.0,310.0,4.6528,NEAR OCEAN,457100.0
3955,-117.11,32.71,30.0,1729.0,457.0,1673.0,460.0,1.7,NEAR OCEAN,85900.0
3956,-117.42,34.08,28.0,2300.0,419.0,1312.0,444.0,3.4844,INLAND,127700.0
3957,-121.96,37.95,13.0,3216.0,765.0,1627.0,715.0,3.0859,INLAND,167800.0
3958,-116.96,32.8,16.0,3920.0,1094.0,2612.0,1023.0,1.3291,<1H OCEAN,120800.0
3959,-118.36,33.84,35.0,1577.0,279.0,743.0,274.0,5.7654,<1H OCEAN,343000.0
3960,-119.0,35.36,39.0,896.0,217.0,805.0,197.0,1.25,INLAND,42500.0
3961,-121.98,37.23,33.0,3585.0,935.0,1511.0,835.0,3.1176,<1H OCEAN,396300.0
3962,-117.95,33.94,31.0,2237.0,431.0,1135.0,434.0,4.45,<1H OCEAN,267900.0
3963,-116.5,33.81,26.0,5032.0,1229.0,3086.0,1183.0,2.5399,INLAND,94800.0
3964,-122.28,37.52,29.0,1526.0,355.0,724.0,315.0,4.0313,NEAR OCEAN,435200.0
3965,-119.02,35.43,39.0,2033.0,370.0,956.0,379.0,3.1736,INLAND,70700.0
3966,-117.05,32.57,13.0,2880.0,576.0,2450.0,567.0,3.1696,NEAR OCEAN,138000.0
3967,-122.48,37.76,50.0,2236.0,484.0,1171.0,467.0,4.0977,NEAR BAY,322100.0
3968,-121.27,38.66,15.0,2642.0,520.0,1032.0,475.0,4.1382,INLAND,189800.0
3969,-123.7,39.32,18.0,1652.0,352.0,711.0,292.0,3.1071,<1H OCEAN,213200.0
3970,-118.3,34.05,51.0,1005.0,314.0,1227.0,306.0,2.4297,<1H OCEAN,162500.0
3971,-122.0,38.35,34.0,1084.0,187.0,561.0,198.0,4.2115,INLAND,118900.0
3972,-117.22,34.44,5.0,4787.0,910.0,1944.0,806.0,2.6576,INLAND,98500.0
3973,-121.84,37.33,26.0,1934.0,408.0,2059.0,416.0,3.6765,<1H OCEAN,163600.0
3974,-118.37,33.81,36.0,1283.0,209.0,563.0,209.0,6.9296,NEAR OCEAN,500001.0
3975,-122.41,37.74,38.0,1754.0,382.0,928.0,354.0,4.1417,NEAR BAY,270800.0
3976,-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,NEAR BAY,310300.0
3977,-117.91,34.04,15.0,8749.0,1761.0,5278.0,1691.0,4.6324,<1H OCEAN,168800.0
3978,-118.12,33.85,37.0,2584.0,453.0,1333.0,481.0,4.3661,<1H OCEAN,219900.0
3979,-121.3,38.13,23.0,2864.0,504.0,1298.0,499.0,3.2303,INLAND,131800.0
3980,-117.76,33.72,15.0,941.0,266.0,366.0,248.0,4.3636,<1H OCEAN,148400.0
3981,-124.02,40.8,22.0,2588.0,435.0,1198.0,442.0,3.9792,<1H OCEAN,133900.0
3982,-122.64,38.71,20.0,531.0,126.0,231.0,96.0,2.625,INLAND,89600.0
3983,-122.48,37.86,52.0,3914.0,752.0,1177.0,670.0,6.2113,NEAR BAY,500001.0
3984,-117.55,34.25,39.0,1578.0,317.0,872.0,322.0,4.555,INLAND,153100.0
3985,-122.03,37.69,20.0,200.0,25.0,83.0,31.0,6.5,NEAR BAY,340000.0
3986,-121.29,37.89,26.0,161.0,27.0,1542.0,30.0,5.7485,INLAND,162500.0
3987,-122.12,37.68,40.0,1553.0,253.0,724.0,267.0,4.38,NEAR BAY,196400.0
3988,-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,<1H OCEAN,262100.0
3989,-118.17,33.79,36.0,948.0,303.0,1042.0,301.0,1.55,NEAR OCEAN,100000.0
3990,-117.08,32.75,15.0,1821.0,516.0,1385.0,439.0,2.5101,NEAR OCEAN,95300.0
3991,-117.09,32.62,37.0,1925.0,428.0,1344.0,426.0,2.4866,NEAR OCEAN,129700.0
3992,-122.14,38.16,4.0,3273.0,495.0,1497.0,454.0,5.3345,NEAR BAY,176100.0
3993,-118.55,34.2,31.0,1963.0,420.0,1494.0,415.0,3.5313,<1H OCEAN,211800.0
3994,-117.95,33.66,26.0,1787.0,227.0,639.0,224.0,6.8226,<1H OCEAN,329800.0
3995,-120.17,39.33,18.0,1046.0,204.0,486.0,179.0,4.119,INLAND,110900.0
3996,-118.4,34.03,36.0,1831.0,296.0,871.0,269.0,8.1484,<1H OCEAN,500001.0
3997,-117.34,33.96,15.0,6437.0,1298.0,2805.0,1205.0,4.1883,INLAND,184500.0
3998,-122.31,37.52,24.0,2328.0,335.0,969.0,354.0,7.7364,NEAR OCEAN,435800.0
3999,-117.64,34.06,43.0,763.0,219.0,851.0,198.0,1.7292,INLAND,79200.0
4000,-116.47,33.94,18.0,2233.0,471.0,919.0,388.0,3.2578,INLAND,85200.0
4001,-119.02,35.33,35.0,2053.0,412.0,1193.0,387.0,2.75,INLAND,65800.0
4002,-117.55,34.14,3.0,5710.0,919.0,2874.0,886.0,5.3638,INLAND,206300.0
4003,-118.42,34.31,19.0,6755.0,1443.0,4205.0,1395.0,3.9583,<1H OCEAN,163200.0
4004,-122.18,37.78,43.0,1985.0,440.0,1085.0,407.0,3.4205,NEAR BAY,136700.0
4005,-118.36,33.82,36.0,1083.0,187.0,522.0,187.0,5.7765,<1H OCEAN,339500.0
4006,-119.69,36.81,13.0,1524.0,366.0,994.0,370.0,2.5446,INLAND,93800.0
4007,-118.27,34.0,40.0,2099.0,599.0,2311.0,529.0,1.852,<1H OCEAN,101500.0
4008,-117.66,33.51,18.0,2626.0,,1302.0,522.0,4.0167,<1H OCEAN,189600.0
4009,-121.88,37.43,17.0,3469.0,896.0,2762.0,808.0,3.3884,<1H OCEAN,245800.0
4010,-118.19,34.21,41.0,1602.0,228.0,680.0,225.0,6.553,<1H OCEAN,500001.0
4011,-118.16,34.6,2.0,11008.0,1549.0,4098.0,1367.0,6.4865,INLAND,204400.0
4012,-118.13,34.12,46.0,3156.0,430.0,1109.0,423.0,10.7397,<1H OCEAN,500001.0
4013,-117.8,33.85,16.0,4151.0,637.0,1558.0,604.0,5.806,<1H OCEAN,304900.0
4014,-117.23,32.8,21.0,2429.0,579.0,1011.0,538.0,3.225,NEAR OCEAN,229400.0
4015,-122.02,37.26,34.0,1764.0,243.0,692.0,223.0,8.0331,<1H OCEAN,500001.0
4016,-118.06,34.1,43.0,1833.0,355.0,786.0,334.0,3.5761,<1H OCEAN,256700.0
4017,-121.66,36.82,17.0,3921.0,654.0,1895.0,641.0,5.0092,<1H OCEAN,238700.0
4018,-117.92,33.63,39.0,1469.0,226.0,553.0,225.0,7.8496,<1H OCEAN,490800.0
4019,-121.78,37.67,28.0,1773.0,278.0,804.0,269.0,4.8571,INLAND,201100.0
4020,-121.99,37.97,30.0,3320.0,589.0,1470.0,543.0,4.6071,INLAND,184100.0
4021,-117.95,34.04,27.0,2610.0,846.0,2296.0,750.0,2.274,<1H OCEAN,150800.0
4022,-118.27,33.77,26.0,2272.0,694.0,2567.0,595.0,1.9964,NEAR OCEAN,150600.0
4023,-122.25,38.1,52.0,1591.0,372.0,817.0,357.0,2.1411,NEAR BAY,97200.0
4024,-118.44,34.19,19.0,3487.0,959.0,2278.0,835.0,2.6709,<1H OCEAN,215500.0
4025,-119.81,34.44,23.0,3172.0,588.0,1467.0,559.0,4.6806,NEAR OCEAN,288900.0
4026,-117.79,34.1,26.0,1664.0,344.0,1024.0,339.0,3.5192,INLAND,190500.0
4027,-119.84,36.78,24.0,3242.0,795.0,2764.0,773.0,1.3385,INLAND,58800.0
4028,-120.45,34.96,21.0,2121.0,445.0,2211.0,463.0,4.0603,<1H OCEAN,117600.0
4029,-118.22,33.91,28.0,1847.0,500.0,2263.0,473.0,1.5161,<1H OCEAN,103200.0
4030,-122.36,37.93,42.0,1796.0,389.0,1107.0,372.0,1.9375,NEAR BAY,87000.0
4031,-118.47,34.21,34.0,2512.0,603.0,1805.0,584.0,2.9735,<1H OCEAN,220000.0
4032,-117.43,34.1,34.0,1345.0,265.0,834.0,290.0,3.7011,INLAND,99500.0
4033,-118.23,33.92,32.0,2698.0,640.0,1953.0,613.0,1.2222,<1H OCEAN,107200.0
4034,-122.34,37.95,39.0,1986.0,427.0,1041.0,385.0,3.2333,NEAR BAY,135100.0
4035,-121.28,37.99,42.0,495.0,116.0,284.0,97.0,2.8854,INLAND,55700.0
4036,-122.27,37.85,47.0,1375.0,307.0,843.0,319.0,1.3785,NEAR BAY,142300.0
4037,-119.74,34.35,34.0,1664.0,292.0,705.0,257.0,5.0,NEAR OCEAN,329400.0
4038,-118.39,34.06,39.0,3299.0,831.0,1649.0,759.0,3.3295,<1H OCEAN,500001.0
4039,-117.62,34.11,31.0,2561.0,414.0,1204.0,435.0,4.4637,INLAND,192800.0
4040,-122.08,37.61,26.0,2261.0,443.0,1039.0,395.0,3.7931,NEAR BAY,203900.0
4041,-119.02,35.36,47.0,1631.0,340.0,847.0,315.0,2.5062,INLAND,73700.0
4042,-117.74,33.61,17.0,2116.0,474.0,662.0,443.0,3.5625,<1H OCEAN,180800.0
4043,-118.28,33.94,9.0,456.0,130.0,438.0,114.0,0.8952,<1H OCEAN,81300.0
4044,-117.99,33.98,18.0,8399.0,1144.0,3727.0,1107.0,6.9695,<1H OCEAN,360400.0
4045,-118.19,33.82,11.0,872.0,203.0,422.0,221.0,4.6364,NEAR OCEAN,156300.0
4046,-117.28,33.02,21.0,2736.0,585.0,1251.0,576.0,4.2356,NEAR OCEAN,347700.0
4047,-117.76,33.79,4.0,8974.0,1268.0,3754.0,1241.0,8.2653,<1H OCEAN,374000.0
4048,-121.21,37.5,34.0,294.0,49.0,147.0,47.0,3.0,INLAND,162500.0
4049,-118.1,34.14,45.0,3066.0,659.0,1287.0,625.0,3.5804,<1H OCEAN,324400.0
4050,-121.83,38.0,25.0,1710.0,288.0,799.0,259.0,4.8359,INLAND,145300.0
4051,-122.26,37.87,52.0,2773.0,998.0,1721.0,949.0,1.1859,NEAR BAY,241700.0
4052,-117.81,33.75,23.0,3498.0,636.0,1574.0,642.0,5.021,<1H OCEAN,252200.0
4053,-120.12,36.01,18.0,1165.0,334.0,1119.0,308.0,2.2167,INLAND,48500.0
4054,-119.88,34.43,14.0,2472.0,685.0,1292.0,621.0,3.3026,NEAR OCEAN,229500.0
4055,-117.8,33.63,8.0,32.0,9.0,26.0,11.0,4.1944,<1H OCEAN,270800.0
4056,-121.32,38.74,14.0,1449.0,228.0,670.0,232.0,4.3897,INLAND,186300.0
4057,-122.25,38.05,30.0,1255.0,297.0,779.0,307.0,1.6767,NEAR BAY,147700.0
4058,-117.95,34.09,21.0,2215.0,484.0,1792.0,419.0,2.8375,<1H OCEAN,166500.0
4059,-117.9,33.74,19.0,1566.0,379.0,1032.0,330.0,2.2105,<1H OCEAN,180400.0
4060,-118.4,34.19,35.0,2180.0,599.0,1483.0,574.0,3.0395,<1H OCEAN,191300.0
4061,-122.52,38.99,16.0,975.0,219.0,337.0,155.0,1.6607,INLAND,77800.0
4062,-121.45,38.65,5.0,2680.0,502.0,1885.0,498.0,2.6369,INLAND,110000.0
4063,-121.42,38.7,10.0,2562.0,460.0,1478.0,433.0,4.0625,INLAND,96200.0
4064,-117.85,33.89,22.0,4020.0,655.0,1486.0,635.0,5.9639,<1H OCEAN,262300.0
4065,-118.37,34.22,11.0,2127.0,581.0,1989.0,530.0,2.9028,<1H OCEAN,174100.0
4066,-115.58,32.79,14.0,1687.0,507.0,762.0,451.0,1.6635,INLAND,64400.0
4067,-119.74,34.45,29.0,2526.0,388.0,1092.0,409.0,6.0597,<1H OCEAN,383100.0
4068,-118.3,34.16,40.0,1875.0,460.0,869.0,438.0,3.2321,<1H OCEAN,243600.0
4069,-122.19,39.53,34.0,2679.0,533.0,1287.0,505.0,2.165,INLAND,58700.0
4070,-118.23,34.2,48.0,1473.0,294.0,807.0,296.0,3.399,<1H OCEAN,306300.0
4071,-117.79,34.45,18.0,2986.0,597.0,1355.0,472.0,3.2765,INLAND,165000.0
4072,-122.27,37.98,23.0,3455.0,479.0,1375.0,474.0,6.0289,NEAR BAY,218600.0
4073,-121.91,37.33,28.0,454.0,147.0,366.0,140.0,2.9853,<1H OCEAN,187500.0
4074,-118.17,33.87,40.0,2462.0,587.0,1821.0,536.0,3.5646,<1H OCEAN,162600.0
4075,-118.41,34.0,35.0,684.0,161.0,381.0,159.0,2.8393,<1H OCEAN,272000.0
4076,-121.09,37.56,32.0,1717.0,325.0,1356.0,307.0,2.6705,INLAND,91900.0
4077,-117.33,34.05,26.0,613.0,149.0,431.0,130.0,1.3977,INLAND,73100.0
4078,-119.03,35.33,21.0,3057.0,698.0,1627.0,680.0,2.7083,INLAND,84700.0
4079,-117.15,32.72,51.0,1321.0,,781.0,499.0,1.3071,NEAR OCEAN,250000.0
4080,-122.59,38.78,15.0,764.0,145.0,366.0,143.0,3.375,INLAND,103100.0
4081,-118.12,33.84,37.0,2143.0,382.0,1047.0,377.0,4.4423,<1H OCEAN,216000.0
4082,-118.11,34.02,17.0,9559.0,1911.0,5279.0,1844.0,5.1515,<1H OCEAN,318900.0
4083,-122.47,37.51,15.0,4974.0,764.0,2222.0,774.0,6.7606,NEAR OCEAN,364300.0
4084,-118.11,34.0,24.0,2403.0,590.0,2103.0,547.0,2.7292,<1H OCEAN,193800.0
4085,-117.96,33.69,17.0,2500.0,343.0,1242.0,368.0,7.7313,<1H OCEAN,316700.0
4086,-118.33,34.02,45.0,1667.0,399.0,928.0,375.0,1.8783,<1H OCEAN,118200.0
4087,-117.92,34.11,24.0,2838.0,695.0,2151.0,645.0,3.2202,<1H OCEAN,126200.0
4088,-118.35,33.85,34.0,1770.0,291.0,916.0,289.0,5.0,<1H OCEAN,354200.0
4089,-118.35,34.32,52.0,102.0,29.0,54.0,32.0,1.9875,<1H OCEAN,191700.0
4090,-117.78,33.86,16.0,3471.0,708.0,1769.0,691.0,4.1064,<1H OCEAN,246100.0
4091,-117.66,33.58,16.0,3016.0,394.0,1172.0,382.0,7.5196,<1H OCEAN,315600.0
4092,-119.03,35.41,37.0,1761.0,443.0,911.0,365.0,2.0331,INLAND,53200.0
4093,-117.73,34.12,26.0,6459.0,894.0,2487.0,885.0,6.2089,INLAND,261800.0
4094,-119.75,36.71,38.0,1481.0,,1543.0,372.0,1.4577,INLAND,49800.0
4095,-117.19,33.14,12.0,3652.0,923.0,1677.0,728.0,2.3267,<1H OCEAN,92000.0
4096,-118.1,34.08,24.0,4510.0,1296.0,3985.0,1240.0,2.6884,<1H OCEAN,204600.0
4097,-118.54,34.17,25.0,3352.0,891.0,1815.0,860.0,2.8528,<1H OCEAN,425000.0
4098,-118.21,34.12,35.0,1937.0,439.0,1523.0,412.0,3.5638,<1H OCEAN,170500.0
4099,-118.06,33.99,46.0,1203.0,219.0,637.0,211.0,3.3611,<1H OCEAN,174400.0
4100,-118.05,33.84,21.0,4890.0,653.0,2295.0,654.0,6.983,<1H OCEAN,329700.0
4101,-118.1,33.82,36.0,1930.0,354.0,915.0,328.0,5.2713,<1H OCEAN,244400.0
4102,-118.04,33.92,35.0,2469.0,522.0,2151.0,537.0,3.4219,<1H OCEAN,156200.0
4103,-122.27,37.85,52.0,1974.0,426.0,875.0,363.0,1.5817,NEAR BAY,153600.0
4104,-118.24,34.23,43.0,1061.0,208.0,514.0,208.0,6.01,<1H OCEAN,254200.0
4105,-121.43,38.56,50.0,1533.0,288.0,532.0,257.0,2.5417,INLAND,125900.0
4106,-121.97,37.52,26.0,3761.0,623.0,1776.0,613.0,4.5317,<1H OCEAN,232600.0
4107,-118.42,34.12,27.0,2089.0,303.0,654.0,270.0,12.3767,<1H OCEAN,500001.0
4108,-119.05,35.36,16.0,4507.0,1049.0,2261.0,959.0,3.3261,INLAND,118400.0
4109,-121.2,37.83,18.0,3415.0,580.0,1912.0,562.0,4.4423,INLAND,161400.0
4110,-121.73,37.68,17.0,20354.0,3493.0,8768.0,3293.0,5.4496,INLAND,238900.0
4111,-118.27,33.95,40.0,935.0,226.0,818.0,236.0,1.8798,<1H OCEAN,101300.0
4112,-117.82,33.73,24.0,845.0,190.0,482.0,190.0,4.7039,<1H OCEAN,225000.0
4113,-117.44,34.08,15.0,5024.0,992.0,3208.0,981.0,3.6025,INLAND,116400.0
4114,-117.19,33.64,12.0,1481.0,265.0,757.0,243.0,3.235,<1H OCEAN,210700.0
4115,-120.99,39.26,16.0,2616.0,422.0,1090.0,425.0,3.7917,INLAND,179200.0
4116,-119.07,36.07,11.0,2265.0,382.0,1285.0,387.0,3.2042,INLAND,76200.0
4117,-117.86,33.87,12.0,1600.0,251.0,685.0,256.0,5.1784,<1H OCEAN,254000.0
4118,-121.25,38.14,16.0,1174.0,242.0,464.0,261.0,2.3,INLAND,133300.0
4119,-118.76,34.26,26.0,1750.0,284.0,962.0,278.0,4.5673,<1H OCEAN,190400.0
4120,-120.08,34.59,24.0,1874.0,319.0,820.0,315.0,5.1909,NEAR OCEAN,390200.0
4121,-122.03,37.37,30.0,1269.0,290.0,556.0,266.0,3.8125,<1H OCEAN,325000.0
4122,-118.49,34.11,27.0,6603.0,879.0,2336.0,868.0,13.2935,<1H OCEAN,500001.0
4123,-118.27,34.05,25.0,1316.0,836.0,2796.0,784.0,1.7866,<1H OCEAN,325000.0
4124,-122.73,38.42,26.0,1446.0,296.0,884.0,295.0,4.3523,<1H OCEAN,150000.0
4125,-117.79,33.77,23.0,3596.0,451.0,1292.0,458.0,8.5403,<1H OCEAN,451300.0
4126,-118.19,33.86,38.0,2009.0,524.0,1449.0,451.0,2.7045,<1H OCEAN,155400.0
4127,-122.06,37.99,16.0,2445.0,469.0,721.0,474.0,2.8043,NEAR BAY,87500.0
4128,-117.3,33.05,34.0,1797.0,458.0,775.0,391.0,3.2308,NEAR OCEAN,331300.0
4129,-117.05,32.8,25.0,1905.0,250.0,865.0,253.0,6.4797,<1H OCEAN,249000.0
4130,-123.21,40.51,16.0,241.0,84.0,152.0,61.0,1.375,INLAND,48800.0
4131,-118.26,34.03,49.0,299.0,90.0,287.0,68.0,1.2096,<1H OCEAN,100000.0
4132,-122.48,37.67,14.0,3395.0,1059.0,2258.0,945.0,2.964,NEAR OCEAN,319700.0
4133,-117.84,33.89,19.0,3544.0,542.0,1787.0,560.0,6.7837,<1H OCEAN,264300.0
4134,-121.34,38.69,17.0,1968.0,364.0,996.0,331.0,3.7031,INLAND,114300.0
4135,-118.6,34.07,16.0,319.0,59.0,149.0,64.0,4.625,<1H OCEAN,433300.0
4136,-117.98,33.75,37.0,1264.0,274.0,783.0,273.0,3.3438,<1H OCEAN,199600.0
4137,-118.1,34.01,23.0,1724.0,576.0,1336.0,542.0,1.3365,<1H OCEAN,183300.0
4138,-118.18,34.02,35.0,661.0,142.0,720.0,143.0,2.8977,<1H OCEAN,142500.0
4139,-117.97,33.92,24.0,2017.0,416.0,900.0,436.0,3.0,<1H OCEAN,251400.0
4140,-118.47,34.24,19.0,2405.0,661.0,1855.0,621.0,2.3111,<1H OCEAN,255400.0
4141,-117.11,32.77,52.0,1484.0,224.0,498.0,223.0,6.6053,NEAR OCEAN,331400.0
4142,-122.49,37.76,49.0,1637.0,304.0,729.0,281.0,4.3281,NEAR BAY,323100.0
4143,-119.05,34.21,27.0,4357.0,926.0,2110.0,876.0,3.0119,<1H OCEAN,218200.0
4144,-118.1,34.06,31.0,2852.0,740.0,3100.0,725.0,2.9524,<1H OCEAN,178800.0
4145,-122.18,37.79,39.0,617.0,95.0,236.0,106.0,5.2578,NEAR BAY,253000.0
4146,-118.61,34.17,19.0,5944.0,1345.0,2372.0,1250.0,3.8819,<1H OCEAN,328900.0
4147,-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,<1H OCEAN,268800.0
4148,-121.01,37.33,17.0,1926.0,410.0,1054.0,321.0,1.6214,INLAND,71500.0
4149,-121.9,37.35,42.0,2082.0,626.0,1396.0,610.0,3.25,<1H OCEAN,185300.0
4150,-124.23,41.75,11.0,3159.0,616.0,1343.0,479.0,2.4805,NEAR OCEAN,73200.0
4151,-122.37,37.58,34.0,2697.0,313.0,810.0,279.0,12.4291,NEAR OCEAN,500001.0
4152,-122.82,38.39,22.0,1288.0,243.0,593.0,220.0,3.625,<1H OCEAN,233700.0
4153,-118.35,33.89,34.0,1740.0,387.0,1249.0,375.0,4.1552,<1H OCEAN,233900.0
4154,-122.59,38.58,18.0,3753.0,752.0,1454.0,668.0,3.7585,<1H OCEAN,185700.0
4155,-122.46,37.71,52.0,1580.0,337.0,1425.0,330.0,4.0547,NEAR OCEAN,246200.0
4156,-116.93,32.83,19.0,3038.0,529.0,1463.0,509.0,3.944,<1H OCEAN,172500.0
4157,-118.24,34.07,27.0,223.0,80.0,249.0,82.0,1.6136,<1H OCEAN,137500.0
4158,-118.14,33.97,31.0,2064.0,612.0,2461.0,573.0,2.0524,<1H OCEAN,160800.0
4159,-122.19,37.42,47.0,932.0,167.0,295.0,116.0,8.4375,NEAR OCEAN,500001.0
4160,-117.89,33.9,23.0,1533.0,226.0,693.0,230.0,7.898,<1H OCEAN,258200.0
4161,-119.3,38.26,19.0,3325.0,660.0,750.0,286.0,2.9509,INLAND,114800.0
4162,-121.87,37.38,14.0,3851.0,534.0,2052.0,478.0,7.0735,<1H OCEAN,335600.0
4163,-117.28,34.13,44.0,2469.0,568.0,1363.0,517.0,1.8396,INLAND,77100.0
4164,-117.2,34.5,10.0,4201.0,850.0,2378.0,808.0,2.1781,INLAND,92200.0
4165,-119.19,34.17,27.0,2183.0,364.0,1458.0,388.0,4.4567,NEAR OCEAN,191100.0
4166,-118.21,34.65,17.0,4001.0,814.0,2313.0,756.0,3.0441,INLAND,140100.0
4167,-117.78,33.71,4.0,974.0,232.0,428.0,203.0,4.6141,<1H OCEAN,195400.0
4168,-120.83,37.79,16.0,893.0,164.0,548.0,155.0,3.6875,INLAND,121900.0
4169,-118.38,33.82,38.0,1318.0,237.0,547.0,225.0,6.0308,NEAR OCEAN,416700.0
4170,-122.09,37.95,32.0,1339.0,209.0,601.0,209.0,6.0265,NEAR BAY,247900.0
4171,-119.25,36.23,24.0,2015.0,355.0,1031.0,351.0,3.4306,INLAND,139200.0
4172,-118.35,33.95,30.0,2661.0,765.0,2324.0,724.0,3.0519,<1H OCEAN,137500.0
4173,-121.98,37.36,32.0,1199.0,229.0,814.0,238.0,4.6719,<1H OCEAN,252100.0
4174,-121.34,38.61,20.0,5801.0,1148.0,2586.0,1063.0,3.9063,INLAND,162100.0
4175,-116.91,32.86,10.0,3699.0,838.0,2310.0,759.0,2.5365,<1H OCEAN,139500.0
4176,-118.11,33.96,29.0,2784.0,582.0,1278.0,550.0,4.3882,<1H OCEAN,261600.0
4177,-117.75,34.07,52.0,2550.0,586.0,1246.0,576.0,1.6006,INLAND,146200.0
4178,-121.07,39.05,10.0,1813.0,311.0,827.0,287.0,3.6087,INLAND,182100.0
4179,-119.33,36.31,17.0,2401.0,409.0,1100.0,409.0,4.0577,INLAND,107300.0
4180,-122.27,37.88,37.0,2619.0,682.0,1152.0,616.0,2.52,NEAR BAY,277800.0
4181,-121.76,37.0,21.0,1416.0,269.0,779.0,200.0,3.1987,<1H OCEAN,279800.0
4182,-121.88,37.44,17.0,1621.0,299.0,1028.0,293.0,5.2722,<1H OCEAN,186900.0
4183,-117.23,32.88,18.0,5566.0,1465.0,6303.0,1458.0,1.858,NEAR OCEAN,205000.0
4184,-122.53,37.92,45.0,1530.0,324.0,608.0,328.0,3.875,NEAR BAY,390800.0
4185,-117.09,32.76,43.0,3889.0,711.0,1466.0,663.0,3.5529,NEAR OCEAN,223000.0
4186,-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,NEAR BAY,237500.0
4187,-118.11,34.08,45.0,1106.0,226.0,779.0,205.0,4.5446,<1H OCEAN,244800.0
4188,-117.15,34.07,15.0,1852.0,316.0,906.0,298.0,5.3526,INLAND,129800.0
4189,-118.17,34.03,43.0,1636.0,506.0,1855.0,502.0,2.2902,<1H OCEAN,152400.0
4190,-122.13,38.02,52.0,2378.0,508.0,940.0,451.0,2.9583,NEAR BAY,166000.0
4191,-118.28,34.17,52.0,2332.0,433.0,1135.0,440.0,5.5658,<1H OCEAN,331200.0
4192,-117.44,34.45,6.0,6068.0,1137.0,3094.0,947.0,3.5167,INLAND,130900.0
4193,-121.45,38.54,38.0,1865.0,384.0,1052.0,354.0,1.7891,INLAND,60500.0
4194,-122.46,37.76,52.0,2236.0,545.0,1186.0,532.0,3.4531,NEAR BAY,414300.0
4195,-122.47,37.73,52.0,2151.0,280.0,762.0,274.0,10.7309,NEAR OCEAN,500001.0
4196,-124.1,40.73,33.0,644.0,129.0,334.0,121.0,3.9659,NEAR OCEAN,111800.0
4197,-122.03,37.0,30.0,2077.0,342.0,816.0,328.0,5.2078,NEAR OCEAN,440500.0
4198,-117.29,33.72,19.0,2248.0,427.0,1207.0,368.0,2.817,<1H OCEAN,110000.0
4199,-122.31,37.57,45.0,1165.0,236.0,845.0,251.0,4.1875,NEAR OCEAN,267300.0
4200,-121.1,35.6,20.0,3389.0,704.0,1309.0,520.0,3.2112,NEAR OCEAN,204500.0
4201,-121.13,36.2,16.0,1868.0,443.0,1323.0,436.0,2.9559,<1H OCEAN,163200.0
4202,-119.22,35.68,16.0,2874.0,677.0,3078.0,651.0,1.8843,INLAND,55200.0
4203,-117.21,33.12,4.0,3261.0,689.0,926.0,561.0,4.3672,NEAR OCEAN,258900.0
4204,-120.89,37.45,29.0,1940.0,337.0,1070.0,332.0,3.6597,INLAND,145600.0
4205,-121.96,37.34,18.0,4438.0,939.0,1901.0,895.0,5.3873,<1H OCEAN,288300.0
4206,-118.24,34.11,39.0,1148.0,348.0,1161.0,333.0,2.2167,<1H OCEAN,176700.0
4207,-121.79,36.85,28.0,1049.0,235.0,705.0,208.0,2.7321,NEAR OCEAN,150000.0
4208,-121.64,36.67,28.0,256.0,66.0,214.0,60.0,3.0197,<1H OCEAN,137500.0
4209,-120.29,35.56,15.0,4760.0,871.0,2459.0,734.0,2.811,<1H OCEAN,142100.0
4210,-121.89,37.82,4.0,11444.0,1355.0,3898.0,1257.0,13.2949,INLAND,500001.0
4211,-117.93,33.62,37.0,2204.0,428.0,807.0,410.0,7.0516,<1H OCEAN,500001.0
4212,-118.18,33.9,32.0,1452.0,365.0,1888.0,366.0,3.5461,<1H OCEAN,146400.0
4213,-117.18,32.84,32.0,1351.0,237.0,823.0,269.0,4.2768,NEAR OCEAN,167800.0
4214,-122.21,38.1,36.0,3018.0,557.0,1445.0,556.0,3.8029,NEAR BAY,129900.0
4215,-121.84,39.68,38.0,549.0,105.0,275.0,94.0,3.5375,INLAND,153100.0
4216,-124.11,40.81,23.0,959.0,212.0,425.0,175.0,2.5536,NEAR OCEAN,96100.0
4217,-122.28,37.86,52.0,938.0,195.0,393.0,189.0,3.8594,NEAR BAY,196400.0
4218,-118.3,33.86,35.0,1511.0,274.0,853.0,308.0,4.9792,<1H OCEAN,251300.0
4219,-122.74,38.46,9.0,2268.0,594.0,1311.0,585.0,2.6607,<1H OCEAN,91500.0
4220,-122.35,37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,NEAR BAY,132900.0
4221,-121.83,37.28,17.0,3057.0,606.0,2030.0,602.0,5.2166,<1H OCEAN,230900.0
4222,-118.17,34.02,41.0,676.0,216.0,851.0,199.0,2.3077,<1H OCEAN,140600.0
